,Netflix,CrowdStrike Holdings,Alibaba,"Palo Alto Networks, Inc.",Alibaba Group Holding Limited,"JD.com, Inc.",Canoo Inc.,"Best Buy Co., Inc.",Tonix Pharmaceuticals Holding Corp.,Pinduoduo Inc.,"Bio-Path Holdings, Inc.",Pfizer Inc.,"AMC Entertainment Holdings, Inc.","Advanced Micro Devices, Inc.",New Oriental Education & Technology Group Inc.,Ford Motor Company,NVIDIA Corporation,NIO Inc.,TAL Education Group,AT&T co,Microsoft,Intel,Caspian Sunrise plc,Vobile Group Limited,TuSimple Holdings Inc.,"Doximity, Inc.",Stem Inc
1972-12-07,,,,,,,,,,0.8795859813690186,,,,,2.5425031185150146,,,,,,,,,,,,
1972-12-08,,,,,,,,,,0.8894690275192261,,,,,2.5141170024871826,,,,,,,,,,,,
1972-12-11,,,,,,,,,,0.8919389843940735,,,,,2.5384480953216553,,,,,,,,,,,,
1972-12-12,,,,,,,,,,0.8795859813690186,,,,,2.518172025680542,,,,,,,,,,,,
1972-12-13,,,,,,,,,,0.872173011302948,,,,,2.5141170024871826,,,,,,,,,,,,
1972-12-14,,,,,,,,,,0.8697029948234558,,,,,2.5222270488739014,,,,,,,,,,,,
1972-12-15,,,,,,,,,,0.8449950218200684,,,,,2.4816770553588867,,,,,,,,,,,,
1972-12-18,,,,,,,,,,0.8425250053405762,,,,,2.396522045135498,,,,,,,,,,,,
1972-12-19,,,,,,,,,,0.8524069786071777,,,,,2.4127418994903564,,,,,,,,,,,,
1972-12-20,,,,,,,,,,0.8499370217323303,,,,,2.404632091522217,,,,,,,,,,,,
1972-12-21,,,,,,,,,,0.8499370217323303,,,,,2.404632091522217,,,,,,,,,,,,
1972-12-22,,,,,,,,,,0.8548780083656311,,,,,2.449237108230591,,,,,,,,,,,,
1972-12-26,,,,,,,,,,0.8499370217323303,,,,,2.506006956100464,,,,,,,,,,,,
1972-12-27,,,,,,,,,,0.847465991973877,,,,,2.5627779960632324,,,,,,,,,,,,
1972-12-29,,,,,,,,,,0.847465991973877,,,,,2.5830531120300293,,,,,,,,,,,,
1973-01-02,,,,,,,,,,0.8622900247573853,,,,,2.5627779960632324,,,,,,,,,,,,
1973-01-03,,,,,,,,,,0.8647609949111938,,,,,2.5343921184539795,,,,,,,,,,,,
1973-01-04,,,,,,,,,,0.8746439814567566,,,,,2.5992729663848877,,,,,,,,,,,,
1973-01-05,,,,,,,,,,0.8795859813690186,,,,,2.5992729663848877,,,,,,,,,,,,
1973-01-08,,,,,,,,,,0.8598200082778931,,,,,2.615493059158325,,,,,,,,,,,,
1973-01-09,,,,,,,,,,0.8598200082778931,,,,,2.5952179431915283,,,,,,,,,,,,
1973-01-10,,,,,,,,,,0.8697029948234558,,,,,2.5749430656433105,,,,,,,,,,,,
1973-01-11,,,,,,,,,,0.8820559978485107,,,,,2.611438035964966,,,,,,,,,,,,
1973-01-12,,,,,,,,,,0.8672320246696472,,,,,2.5506129264831543,,,,,,,,,,,,
1973-01-15,,,,,,,,,,0.8697029948234558,,,,,2.5425031185150146,,,,,,,,,,,,
1973-01-16,,,,,,,,,,0.8672320246696472,,,,,2.518172025680542,,,,,,,,,,,,
1973-01-17,,,,,,,,,,0.8672320246696472,,,,,2.5262820720672607,,,,,,,,,,,,
1973-01-18,,,,,,,,,,0.8672320246696472,,,,,2.4816770553588867,,,,,,,,,,,,
1973-01-19,,,,,,,,,,0.8647609949111938,,,,,2.473567008972168,,,,,,,,,,,,
1973-01-22,,,,,,,,,,0.8573489785194397,,,,,2.449237108230591,,,,,,,,,,,,
1973-01-23,,,,,,,,,,0.8499370217323303,,,,,2.428961992263794,,,,,,,,,,,,
1973-01-24,,,,,,,,,,0.8425250053405762,,,,,2.4127418994903564,,,,,,,,,,,,
1973-01-26,,,,,,,,,,0.8128759860992432,,,,,2.4127418994903564,,,,,,,,,,,,
1973-01-29,,,,,,,,,,0.8128759860992432,,,,,2.404632091522217,,,,,,,,,,,,
1973-01-30,,,,,,,,,,0.8153460025787354,,,,,2.404632091522217,,,,,,,,,,,,
1973-01-31,,,,,,,,,,0.8277000188827515,,,,,2.408687114715576,,,,,,,,,,,,
1973-02-01,,,,,,,,,,0.8252289891242981,,,,,2.2870359420776367,,,,,,,,,,,,
1973-02-02,,,,,,,,,,0.8202880024909973,,,,,2.2870359420776367,,,,,,,,,,,,
1973-02-05,,,,,,,,,,0.8153460025787354,,,,,2.2708160877227783,,,,,,,,,,,,
1973-02-06,,,,,,,,,,0.8153460025787354,,,,,2.2627060413360596,,,,,,,,,,,,
1973-02-07,,,,,,,,,,0.7980509996414185,,,,,2.2505409717559814,,,,,,,,,,,,
1973-02-08,,,,,,,,,,0.8104050159454346,,,,,2.2424299716949463,,,,,,,,,,,,
1973-02-09,,,,,,,,,,0.8227589726448059,,,,,2.2708160877227783,,,,,,,,,,,,
1973-02-12,,,,,,,,,,0.8277000188827515,,,,,2.2708160877227783,,,,,,,,,,,,
1973-02-13,,,,,,,,,,0.8449950218200684,,,,,2.311366081237793,,,,,,,,,,,,
1973-02-14,,,,,,,,,,0.8326420187950134,,,,,2.254595994949341,,,,,,,,,,,,
1973-02-15,,,,,,,,,,0.8425250053405762,,,,,2.218100070953369,,,,,,,,,,,,
1973-02-16,,,,,,,,,,0.8425250053405762,,,,,2.266761064529419,,,,,,,,,,,,
1973-02-20,,,,,,,,,,0.847465991973877,,,,,2.278925895690918,,,,,,,,,,,,
1973-02-21,,,,,,,,,,0.8548780083656311,,,,,2.254595994949341,,,,,,,,,,,,
1973-02-22,,,,,,,,,,0.8598200082778931,,,,,2.246485948562622,,,,,,,,,,,,
1973-02-23,,,,,,,,,,0.8499370217323303,,,,,2.1897149085998535,,,,,,,,,,,,
1973-02-26,,,,,,,,,,0.8449950218200684,,,,,2.1653850078582764,,,,,,,,,,,,
1973-02-27,,,,,,,,,,0.8499370217323303,,,,,2.128890037536621,,,,,,,,,,,,
1973-02-28,,,,,,,,,,0.8375830054283142,,,,,2.141055107116699,,,,,,,,,,,,
1973-03-01,,,,,,,,,,0.8375830054283142,,,,,2.1207799911499023,,,,,,,,,,,,
1973-03-02,,,,,,,,,,0.8351119756698608,,,,,2.1572749614715576,,,,,,,,,,,,
1973-03-05,,,,,,,,,,0.8326420187950134,,,,,2.1329450607299805,,,,,,,,,,,,
1973-03-06,,,,,,,,,,0.8351119756698608,,,,,2.1572749614715576,,,,,,,,,,,,
1973-03-07,,,,,,,,,,0.8524069786071777,,,,,2.1775500774383545,,,,,,,,,,,,
1973-03-08,,,,,,,,,,0.8622900247573853,,,,,2.1451098918914795,,,,,,,,,,,,
1973-03-09,,,,,,,,,,0.8672320246696472,,,,,2.13700008392334,,,,,,,,,,,,
1973-03-12,,,,,,,,,,0.8573489785194397,,,,,2.1207799911499023,,,,,,,,,,,,
1973-03-13,,,,,,,,,,0.8548780083656311,,,,,2.1248350143432617,,,,,,,,,,,,
1973-03-14,,,,,,,,,,0.8524069786071777,,,,,2.116724967956543,,,,,,,,,,,,
1973-03-15,,,,,,,,,,0.8449950218200684,,,,,2.104559898376465,,,,,,,,,,,,
1973-03-16,,,,,,,,,,0.8524069786071777,,,,,2.0923941135406494,,,,,,,,,,,,
1973-03-19,,,,,,,,,,0.8449950218200684,,,,,2.043734073638916,,,,,,,,,,,,
1973-03-20,,,,,,,,,,0.8449950218200684,,,,,2.0477890968322754,,,,,,,,,,,,
1973-03-21,,,,,,,,,,0.8252289891242981,,,,,2.0194039344787598,,,,,,,,,,,,
1973-03-22,,,,,,,,,,0.7881680130958557,,,,,1.9950740337371826,,,,,,,,,,,,
1973-03-23,,,,,,,,,,0.7807559967041016,,,,,2.011293888092041,,,,,,,,,,,,
1973-03-26,,,,,,,,,,0.7931100130081177,,,,,2.011293888092041,,,,,,,,,,,,
1973-03-27,,,,,,,,,,0.8351119756698608,,,,,2.031569004058838,,,,,,,,,,,,
1973-03-28,,,,,,,,,,0.8375830054283142,,,,,2.0356240272521973,,,,,,,,,,,,
1973-03-29,,,,,,,,,,0.8326420187950134,,,,,2.0842840671539307,,,,,,,,,,,,
1973-03-30,,,,,,,,,,0.8153460025787354,,,,,2.055898904800415,,,,,,,,,,,,
1973-04-02,,,,,,,,,,0.7955800294876099,,,,,2.0477890968322754,,,,,,,,,,,,
1973-04-03,,,,,,,,,,0.7931100130081177,,,,,2.023458957672119,,,,,,,,,,,,
1973-04-04,,,,,,,,,,0.7980509996414185,,,,,2.0153489112854004,,,,,,,,,,,,
1973-04-05,,,,,,,,,,0.7758139967918396,,,,,1.9950740337371826,,,,,,,,,,,,
1973-04-06,,,,,,,,,,0.7881680130958557,,,,,2.0031840801239014,,,,,,,,,,,,
1973-04-09,,,,,,,,,,0.7931100130081177,,,,,2.068063974380493,,,,,,,,,,,,
1973-04-10,,,,,,,,,,0.8104050159454346,,,,,2.076174020767212,,,,,,,,,,,,
1973-04-11,,,,,,,,,,0.8079339861869812,,,,,2.149164915084839,,,,,,,,,,,,
1973-04-12,,,,,,,,,,0.8079339861869812,,,,,2.116724967956543,,,,,,,,,,,,
1973-04-13,,,,,,,,,,0.8079339861869812,,,,,2.100503921508789,,,,,,,,,,,,
1973-04-16,,,,,,,,,,0.8079339861869812,,,,,2.0518438816070557,,,,,,,,,,,,
1973-04-17,,,,,,,,,,0.8005220293998718,,,,,2.0842840671539307,,,,,,,,,,,,
1973-04-18,,,,,,,,,,0.8054630160331726,,,,,2.0842840671539307,,,,,,,,,,,,
1973-04-19,,,,,,,,,,0.8054630160331726,,,,,2.128890037536621,,,,,,,,,,,,
1973-04-23,,,,,,,,,,0.8079339861869812,,,,,2.100503921508789,,,,,,,,,,,,
1973-04-24,,,,,,,,,,0.7955800294876099,,,,,2.023458957672119,,,,,,,,,,,,
1973-04-25,,,,,,,,,,0.7881680130958557,,,,,1.9910190105438232,,,,,,,,,,,,
1973-04-26,,,,,,,,,,0.7733439803123474,,,,,2.0031840801239014,,,,,,,,,,,,
1973-04-27,,,,,,,,,,0.778285026550293,,,,,1.954522967338562,,,,,,,,,,,,
1973-04-30,,,,,,,,,,0.7807559967041016,,,,,1.9910190105438232,,,,,,,,,,,,
1973-05-01,,,,,,,,,,0.7807559967041016,,,,,1.9788539409637451,,,,,,,,,,,,
1973-05-02,,,,,,,,,,0.7807559967041016,,,,,2.0072391033172607,,,,,,,,,,,,
1973-05-03,,,,,,,,,,0.7980509996414185,,,,,2.076174020767212,,,,,,,,,,,,
1973-05-04,,,,,,,,,,0.8054630160331726,,,,,2.0802290439605713,,,,,,,,,,,,
1973-05-07,,,,,,,,,,0.8054630160331726,,,,,2.068063974380493,,,,,,,,,,,,
1973-05-08,,,,,,,,,,0.8054630160331726,,,,,2.064008951187134,,,,,,,,,,,,
1973-05-09,,,,,,,,,,0.8054630160331726,,,,,1.9829089641571045,,,,,,,,,,,,
1973-05-10,,,,,,,,,,0.8054630160331726,,,,,1.9666889905929565,,,,,,,,,,,,
1973-05-11,,,,,,,,,,0.8054630160331726,,,,,1.9018080234527588,,,,,,,,,,,,
1973-05-14,,,,,,,,,,0.7980509996414185,,,,,1.8369280099868774,,,,,,,,,,,,
1973-05-15,,,,,,,,,,0.8054630160331726,,,,,1.9018080234527588,,,,,,,,,,,,
1973-05-16,,,,,,,,,,0.7980509996414185,,,,,1.8977530002593994,,,,,,,,,,,,
1973-05-17,,,,,,,,,,0.7980509996414185,,,,,1.877478003501892,,,,,,,,,,,,
1973-05-18,,,,,,,,,,0.7881680130958557,,,,,1.8369280099868774,,,,,,,,,,,,
1973-05-21,,,,,,,,,,0.7881680130958557,,,,,1.8369280099868774,,,,,,,,,,,,
1973-05-22,,,,,,,,,,0.7881680130958557,,,,,1.8693679571151733,,,,,,,,,,,,
1973-05-23,,,,,,,,,,0.7980509996414185,,,,,1.8855880498886108,,,,,,,,,,,,
1973-05-24,,,,,,,,,,0.8153460025787354,,,,,2.023458957672119,,,,,,,,,,,,
1973-05-25,,,,,,,,,,0.8351119756698608,,,,,1.9626339673995972,,,,,,,,,,,,
1973-05-29,,,,,,,,,,0.8449950218200684,,,,,1.9139729738235474,,,,,,,,,,,,
1973-05-30,,,,,,,,,,0.8351119756698608,,,,,1.8855880498886108,,,,,,,,,,,,
1973-05-31,,,,,,,,,,0.8252289891242981,,,,,1.8572030067443848,,,,,,,,,,,,
1973-06-01,,,,,,,,,,0.8153460025787354,,,,,1.8450380563735962,,,,,,,,,,,,
1973-06-04,,,,,,,,,,0.7980509996414185,,,,,1.8166530132293701,,,,,,,,,,,,
1973-06-05,,,,,,,,,,0.8252289891242981,,,,,1.8450380563735962,,,,,,,,,,,,
1973-06-06,,,,,,,,,,0.8351119756698608,,,,,1.8531479835510254,,,,,,,,,,,,
1973-06-07,,,,,,,,,,0.8622900247573853,,,,,1.8693679571151733,,,,,,,,,,,,
1973-06-08,,,,,,,,,,0.8622900247573853,,,,,1.8815330266952515,,,,,,,,,,,,
1973-06-11,,,,,,,,,,0.8820559978485107,,,,,1.8855880498886108,,,,,,,,,,,,
1973-06-12,,,,,,,,,,0.872173011302948,,,,,1.9058630466461182,,,,,,,,,,,,
